Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
333,32500.0,14000.0,Salaried,21.0,Married,0.0,569.0,1.0,1.039,335000.0,1265000.0,1785000.0,48.0,Car,Semiurban,Graduate,Female,Other,No
334,25500.0,12000.0,Unemployed,21.0,Single,2.0,700.0,2.0,1.5,35000.0,15855000.0,11295000.0,300.0,Home,Urban,Not Graduate,Male,Other,No
335,56500.0,21500.0,Salaried,62.0,Married,2.0,654.0,2.0,0.696,390000.0,4955000.0,4615000.0,180.0,Business,Urban,Graduate,Female,Government,No
336,22000.0,12500.0,Salaried,65.0,Married,1.0,637.0,0.0,0.801,135000.0,1375000.0,2090000.0,120.0,Business,Rural,Graduate,Male,Private,No
337,33000.0,4500.0,Salaried,45.0,Married,3.0,700.0,1.0,0.335,180000.0,690000.0,1190000.0,240.0,Business,Urban,Graduate,Male,Public,Yes
338,69500.0,16500.0,Salaried,61.0,Married,1.0,659.0,4.0,1.5,170000.0,5730000.0,5635000.0,60.0,Car,Semiurban,Graduate,Female,Private,No
339,131000.0,52000.0,Salaried,50.0,Married,2.0,747.0,2.0,0.188,810000.0,615000.0,700000.0,120.0,Business,Urban,Graduate,Male,Private,Yes
340,87000.0,21500.0,Salaried,22.0,Married,0.0,564.0,3.0,0.974,1055000.0,3055000.0,4160000.0,60.0,Business,Semiurban,Not Graduate,Male,Private,No
341,15000.0,0.0,Contract,53.0,Single,0.0,695.0,2.0,1.5,55000.0,4730000.0,4645000.0,240.0,Home,Urban,Graduate,Male,Government,No
342,69000.0,31500.0,Salaried,21.0,Married,0.0,633.0,2.0,0.31,715000.0,2280000.0,1695000.0,120.0,Business,Semiurban,Graduate,Male,Private,Yes
343,58000.0,28500.0,Salaried,57.0,Single,3.0,663.0,2.0,0.315,465000.0,640000.0,590000.0,36.0,Personal,Semiurban,Graduate,Male,Public,Yes
344,75000.0,16500.0,Salaried,37.0,Married,3.0,710.0,1.0,0.222,820000.0,880000.0,1110000.0,120.0,Business,Urban,Graduate,Female,Government,Yes
345,185000.0,40000.0,Salaried,27.0,Married,3.0,617.0,1.0,0.148,1080000.0,1080000.0,1405000.0,84.0,Education,Semiurban,Graduate,Male,Government,No
346,15000.0,5000.0,Salaried,32.0,Single,0.0,701.0,5.0,1.5,230000.0,1345000.0,1105000.0,36.0,Car,Rural,Graduate,Female,Private,No
347,35500.0,6000.0,Salaried,51.0,Married,1.0,676.0,4.0,1.5,190000.0,12405000.0,15000000.0,300.0,Home,Semiurban,Graduate,Female,Private,No
348,85500.0,30500.0,Salaried,59.0,Married,2.0,647.0,3.0,0.844,620000.0,14850000.0,8695000.0,300.0,Home,Rural,Graduate,Male,Private,Yes
349,17000.0,0.0,Salaried,46.0,Married,2.0,659.0,0.0,1.5,350000.0,7050000.0,5425000.0,240.0,Home,Rural,Graduate,Male,Government,No
350,166500.0,89500.0,Contract,28.0,Married,0.0,680.0,0.0,0.095,690000.0,1355000.0,1310000.0,72.0,Car,Semiurban,Graduate,Male,Private,Yes
351,72500.0,18000.0,Self-employed,61.0,Single,3.0,640.0,0.0,1.5,665000.0,10270000.0,10335000.0,60.0,Business,Semiurban,Graduate,Female,Private,No
352,104000.0,42500.0,Contract,56.0,Married,0.0,690.0,4.0,0.395,740000.0,1600000.0,1535000.0,180.0,Home,Rural,Graduate,Male,Private,Yes
353,36000.0,500.0,Salaried,39.0,Single,0.0,672.0,3.0,0.879,480000.0,4740000.0,2995000.0,360.0,Home,Semiurban,Graduate,Male,Private,No
354,101500.0,35000.0,Contract,45.0,Married,3.0,650.0,2.0,0.079,540000.0,295000.0,260000.0,84.0,Car,Semiurban,Graduate,Male,Private,Yes
355,122500.0,17500.0,Salaried,64.0,Married,1.0,793.0,5.0,0.704,1065000.0,5045000.0,5630000.0,240.0,Home,Rural,Not Graduate,Male,Private,Yes
356,65500.0,0.0,Salaried,37.0,Married,1.0,717.0,0.0,1.06,515000.0,9805000.0,7195000.0,240.0,Home,Rural,Not Graduate,Female,Private,No
357,65500.0,6000.0,Contract,22.0,Married,1.0,665.0,2.0,0.246,70000.0,2635000.0,1500000.0,360.0,Home,Semiurban,Graduate,Male,Private,Yes
358,67500.0,17500.0,Salaried,27.0,Single,4.0,699.0,1.0,0.606,385000.0,2795000.0,2285000.0,60.0,Car,Urban,Graduate,Male,Private,No
359,29000.0,9000.0,Salaried,48.0,Single,0.0,623.0,1.0,0.539,30000.0,610000.0,565000.0,36.0,Car,Semiurban,Graduate,Male,Private,No
360,49000.0,1500.0,Contract,65.0,Married,2.0,662.0,4.0,0.883,425000.0,805000.0,1300000.0,60.0,Business,Semiurban,Graduate,Female,Private,No
361,49000.0,8000.0,Self-employed,54.0,Married,1.0,669.0,4.0,0.855,485000.0,4445000.0,3875000.0,180.0,Home,Urban,Graduate,Female,Private,No
362,73500.0,6500.0,Salaried,48.0,Single,0.0,609.0,0.0,1.489,110000.0,12895000.0,13570000.0,360.0,Home,Semiurban,Graduate,Male,Private,No
363,116500.0,26000.0,Salaried,35.0,Married,1.0,715.0,1.0,0.085,790000.0,455000.0,505000.0,120.0,Education,Semiurban,Graduate,Male,Private,Yes
364,25000.0,0.0,Salaried,40.0,Married,1.0,657.0,2.0,1.5,355000.0,2985000.0,2375000.0,84.0,Business,Urban,Not Graduate,Female,Private,No
365,50000.0,12000.0,Unemployed,22.0,Married,0.0,667.0,0.0,0.523,380000.0,1005000.0,1005000.0,36.0,Personal,Semiurban,Not Graduate,Male,Private,No
366,167000.0,37000.0,Salaried,37.0,Married,1.0,653.0,2.0,0.425,1920000.0,1450000.0,3090000.0,60.0,Business,Urban,Not Graduate,Male,Government,No
367,31500.0,12000.0,Salaried,49.0,Married,2.0,850.0,2.0,0.625,40000.0,1725000.0,1625000.0,120.0,Education,Rural,Not Graduate,Male,Other,Yes
368,29500.0,8000.0,Salaried,61.0,Married,2.0,647.0,1.0,1.116,55000.0,5430000.0,3710000.0,180.0,Business,Urban,Graduate,Male,Private,No
369,64000.0,14500.0,Contract,62.0,Single,2.0,556.0,1.0,0.175,555000.0,225000.0,305000.0,48.0,Personal,Rural,Graduate,Male,Government,Yes
370,103500.0,33500.0,Self-employed,57.0,Married,3.0,586.0,1.0,0.977,220000.0,24715000.0,14695000.0,360.0,Home,Urban,Graduate,Male,Private,No
371,55500.0,2000.0,Salaried,21.0,Single,1.0,739.0,4.0,0.658,790000.0,3945000.0,3185000.0,240.0,Home,Rural,Graduate,Male,Private,Yes
372,149000.0,12000.0,Unemployed,57.0,Single,1.0,777.0,1.0,0.123,1135000.0,285000.0,825000.0,120.0,Education,Semiurban,Graduate,Male,Other,Yes
373,104500.0,37500.0,Salaried,30.0,Married,1.0,646.0,2.0,0.668,960000.0,3690000.0,6475000.0,120.0,Business,Urban,Graduate,Male,Other,No
374,103500.0,33000.0,Contract,48.0,Married,2.0,773.0,1.0,0.163,845000.0,10000.0,285000.0,24.0,Personal,Rural,Graduate,Male,Public,Yes
375,83500.0,12000.0,Salaried,63.0,Married,0.0,738.0,3.0,0.614,680000.0,3870000.0,4595000.0,300.0,Home,Semiurban,Not Graduate,Male,Private,Yes
376,315000.0,21000.0,Salaried,60.0,Single,1.0,678.0,0.0,0.049,2710000.0,2825000.0,1895000.0,360.0,Home,Semiurban,Graduate,Male,Other,Yes
377,47000.0,6000.0,Salaried,50.0,Married,0.0,673.0,0.0,1.5,470000.0,4175000.0,4630000.0,36.0,Car,Rural,Graduate,Female,Private,No
378,15000.0,5500.0,Unemployed,34.0,Single,1.0,702.0,3.0,1.5,20000.0,6890000.0,15000000.0,120.0,Business,Rural,Not Graduate,Female,Public,No
379,183000.0,87500.0,Contract,44.0,Single,4.0,747.0,3.0,0.163,1100000.0,55000.0,455000.0,72.0,Personal,Semiurban,Not Graduate,Male,Private,Yes
380,39000.0,15000.0,Self-employed,52.0,Single,2.0,716.0,1.0,0.463,285000.0,1385000.0,1260000.0,72.0,Car,Rural,Graduate,Male,Other,Yes
381,59500.0,14500.0,Salaried,44.0,Married,1.0,646.0,1.0,0.252,520000.0,515000.0,500000.0,48.0,Personal,Urban,Graduate,Male,Private,Yes
382,147000.0,42000.0,Salaried,39.0,Married,2.0,679.0,5.0,0.41,725000.0,1100000.0,1295000.0,84.0,Business,Urban,Not Graduate,Female,Private,Yes
383,16500.0,11500.0,Salaried,39.0,Single,2.0,819.0,0.0,0.422,170000.0,940000.0,1100000.0,180.0,Education,Urban,Graduate,Male,Other,Yes
384,21500.0,1000.0,Salaried,47.0,Single,1.0,706.0,1.0,1.5,190000.0,5995000.0,3380000.0,180.0,Home,Urban,Graduate,Male,Private,Yes
385,16500.0,0.0,Salaried,22.0,Married,1.0,747.0,2.0,0.645,70000.0,375000.0,335000.0,48.0,Car,Semiurban,Not Graduate,Female,Other,No
386,30500.0,6000.0,Self-employed,65.0,Single,2.0,725.0,1.0,0.745,180000.0,980000.0,1235000.0,60.0,Education,Urban,Graduate,Male,Government,Yes
387,76500.0,0.0,Self-employed,25.0,Married,0.0,708.0,2.0,0.452,750000.0,1865000.0,1730000.0,120.0,Business,Semiurban,Graduate,Male,Private,Yes
388,81500.0,10000.0,Contract,65.0,Single,1.0,697.0,3.0,0.354,795000.0,1415000.0,1100000.0,60.0,Car,Urban,Graduate,Male,Private,Yes
389,67500.0,11500.0,Salaried,22.0,Married,1.0,748.0,2.0,0.53,155000.0,3600000.0,3275000.0,360.0,Home,Urban,Graduate,Female,Government,Yes
390,19000.0,3000.0,Salaried,44.0,Married,2.0,737.0,2.0,0.497,95000.0,310000.0,360000.0,48.0,Personal,Semiurban,Graduate,Female,Public,Yes
391,15000.0,11500.0,Salaried,39.0,Single,4.0,707.0,2.0,1.059,290000.0,1510000.0,1590000.0,84.0,Car,Urban,Graduate,Male,Private,No
392,57500.0,5000.0,Salaried,46.0,Married,2.0,645.0,3.0,0.99,650000.0,5260000.0,5505000.0,300.0,Home,Semiurban,Graduate,Female,Private,No
393,38500.0,7000.0,Self-employed,40.0,Married,1.0,715.0,0.0,1.5,5000.0,8225000.0,6780000.0,120.0,Business,Semiurban,Graduate,Male,Private,No
394,77500.0,37500.0,Self-employed,61.0,Single,0.0,686.0,1.0,0.549,545000.0,8685000.0,5330000.0,180.0,Home,Semiurban,Not Graduate,Male,Government,No
395,93000.0,24000.0,Salaried,21.0,Single,2.0,670.0,3.0,0.414,710000.0,2010000.0,1490000.0,84.0,Business,Rural,Not Graduate,Female,Public,Yes
396,61000.0,4000.0,Salaried,65.0,Single,3.0,850.0,1.0,0.362,575000.0,880000.0,870000.0,60.0,Personal,Rural,Graduate,Female,Public,Yes
397,97500.0,14000.0,Contract,52.0,Married,3.0,590.0,0.0,0.051,605000.0,1005000.0,650000.0,360.0,Home,Urban,Not Graduate,Female,Private,Yes
398,65500.0,22500.0,Salaried,56.0,Married,3.0,752.0,1.0,1.264,525000.0,1925000.0,3320000.0,36.0,Personal,Semiurban,Graduate,Female,Private,No
399,82000.0,31500.0,Salaried,27.0,Single,0.0,634.0,3.0,0.347,675000.0,1360000.0,1075000.0,60.0,Car,Urban,Graduate,Male,Private,No
400,32500.0,0.0,Self-employed,23.0,Married,2.0,699.0,0.0,1.5,380000.0,9040000.0,14340000.0,84.0,Business,Semiurban,Graduate,Male,Private,No
401,48000.0,28000.0,Self-employed,38.0,Married,3.0,850.0,3.0,0.171,230000.0,20000.0,230000.0,48.0,Personal,Semiurban,Graduate,Male,Public,Yes
402,63500.0,3500.0,Salaried,35.0,Married,2.0,627.0,3.0,0.329,570000.0,1670000.0,1355000.0,240.0,Home,Semiurban,Graduate,Male,Private,No
403,102000.0,17000.0,Contract,56.0,Married,2.0,643.0,2.0,0.508,775000.0,2655000.0,2550000.0,60.0,Business,Rural,Graduate,Male,Private,No
404,41000.0,12500.0,Contract,61.0,Single,1.0,689.0,1.0,0.392,190000.0,520000.0,695000.0,48.0,Personal,Semiurban,Graduate,Male,Private,No
405,81500.0,6000.0,Salaried,40.0,Married,2.0,635.0,3.0,0.686,570000.0,7535000.0,4665000.0,360.0,Home,Rural,Graduate,Male,Private,No
406,45000.0,17500.0,Salaried,55.0,Married,1.0,747.0,1.0,0.405,40000.0,925000.0,2150000.0,180.0,Business,Semiurban,Graduate,Female,Public,Yes
407,50500.0,8500.0,Self-employed,23.0,Single,0.0,655.0,4.0,0.507,175000.0,3285000.0,2050000.0,180.0,Home,Urban,Graduate,Male,Private,No
408,102500.0,29500.0,Self-employed,54.0,Single,3.0,733.0,3.0,0.157,1150000.0,1385000.0,990000.0,180.0,Home,Urban,Graduate,Male,Private,Yes
409,15000.0,6000.0,Salaried,25.0,Married,4.0,604.0,0.0,0.779,0.0,675000.0,645000.0,48.0,Personal,Semiurban,Graduate,Female,Government,No
410,21000.0,6000.0,Salaried,51.0,Single,3.0,573.0,3.0,0.468,110000.0,355000.0,390000.0,48.0,Car,Semiurban,Graduate,Male,Private,No
411,18000.0,10000.0,Self-employed,38.0,Married,1.0,675.0,2.0,0.206,125000.0,100000.0,145000.0,72.0,Personal,Urban,Not Graduate,Male,Private,Yes
412,15000.0,8000.0,Salaried,39.0,Single,0.0,588.0,2.0,0.847,85000.0,1560000.0,1255000.0,120.0,Business,Semiurban,Not Graduate,Male,Public,No
413,33000.0,6500.0,Salaried,33.0,Married,1.0,789.0,2.0,1.262,0.0,6640000.0,5045000.0,360.0,Home,Urban,Not Graduate,Female,Private,Yes
414,96500.0,23000.0,Salaried,39.0,Married,3.0,591.0,2.0,1.5,95000.0,6800000.0,11895000.0,60.0,Business,Semiurban,Graduate,Female,Government,No
415,44500.0,16000.0,Salaried,60.0,Married,2.0,623.0,3.0,1.386,250000.0,6835000.0,8045000.0,360.0,Home,Urban,Graduate,Male,Private,No
416,64000.0,7000.0,Contract,57.0,Single,4.0,717.0,4.0,1.5,160000.0,10785000.0,11835000.0,360.0,Home,Urban,Not Graduate,Male,Public,No
417,124500.0,21500.0,Salaried,36.0,Married,1.0,652.0,1.0,0.426,285000.0,7900000.0,6100000.0,360.0,Home,Urban,Graduate,Male,Private,Yes
418,149000.0,30500.0,Salaried,34.0,Married,1.0,591.0,2.0,0.378,1480000.0,6880000.0,4780000.0,360.0,Home,Urban,Graduate,Male,Private,No
419,52000.0,10500.0,Contract,43.0,Single,2.0,823.0,3.0,1.5,260000.0,2995000.0,4770000.0,48.0,Personal,Semiurban,Graduate,Female,Public,No
420,152000.0,28500.0,Salaried,51.0,Married,0.0,625.0,3.0,0.212,1005000.0,605000.0,510000.0,60.0,Business,Rural,Graduate,Female,Government,Yes
421,59000.0,6500.0,Salaried,29.0,Single,4.0,677.0,2.0,0.203,105000.0,30000.0,720000.0,120.0,Education,Urban,Graduate,Female,Public,No
422,29500.0,7500.0,Salaried,53.0,Married,2.0,676.0,1.0,0.423,155000.0,565000.0,725000.0,72.0,Car,Semiurban,Graduate,Female,Public,Yes
423,35000.0,17000.0,Self-employed,63.0,Married,0.0,736.0,3.0,1.45,270000.0,11675000.0,7480000.0,360.0,Home,Semiurban,Graduate,Male,Public,No
424,18000.0,6500.0,Self-employed,59.0,Married,0.0,720.0,1.0,0.441,165000.0,895000.0,710000.0,120.0,Business,Semiurban,Graduate,Female,Government,Yes
425,28500.0,7000.0,Self-employed,45.0,Married,3.0,636.0,1.0,0.642,70000.0,770000.0,995000.0,60.0,Personal,Urban,Graduate,Female,Government,No
426,42000.0,6000.0,Salaried,35.0,Married,2.0,669.0,2.0,0.82,125000.0,1505000.0,1310000.0,48.0,Car,Urban,Not Graduate,Male,Public,Yes
427,100500.0,71500.0,Salaried,35.0,Married,2.0,675.0,1.0,0.276,100000.0,1950000.0,1525000.0,48.0,Car,Rural,Graduate,Female,Private,No
428,200000.0,94500.0,Salaried,54.0,Single,2.0,739.0,0.0,0.212,260000.0,12000000.0,6880000.0,300.0,Home,Rural,Graduate,Female,Private,Yes
429,19500.0,8500.0,Unemployed,41.0,Married,1.0,614.0,0.0,1.5,135000.0,1415000.0,1995000.0,48.0,Personal,Semiurban,Graduate,Female,Private,No
430,74000.0,15000.0,Salaried,25.0,Married,2.0,821.0,3.0,0.459,100000.0,1290000.0,1720000.0,84.0,Business,Semiurban,Graduate,Male,Government,Yes
431,25000.0,5500.0,Self-employed,51.0,Single,3.0,641.0,5.0,1.5,220000.0,4475000.0,5495000.0,360.0,Home,Urban,Not Graduate,Male,Private,No
432,78500.0,31000.0,Self-employed,27.0,Married,0.0,689.0,2.0,0.243,435000.0,605000.0,560000.0,60.0,Car,Urban,Graduate,Female,Other,Yes
433,50000.0,19000.0,Salaried,65.0,Single,2.0,615.0,0.0,0.138,425000.0,630000.0,720000.0,120.0,Business,Urban,Graduate,Male,Private,Yes
434,15000.0,5500.0,Salaried,39.0,Single,1.0,606.0,3.0,1.5,110000.0,395000.0,2450000.0,36.0,Personal,Semiurban,Graduate,Female,Private,No
435,110500.0,11500.0,Salaried,36.0,Married,1.0,633.0,1.0,0.103,845000.0,55000.0,240000.0,36.0,Personal,Urban,Graduate,Male,Other,Yes
436,35000.0,17500.0,Salaried,23.0,Single,1.0,627.0,5.0,0.689,220000.0,915000.0,890000.0,60.0,Personal,Urban,Graduate,Male,Private,No
437,37000.0,7000.0,Unemployed,28.0,Single,3.0,663.0,2.0,0.477,80000.0,110000.0,1530000.0,180.0,Education,Urban,Not Graduate,Male,Government,No
438,24500.0,0.0,Salaried,63.0,Married,0.0,626.0,1.0,1.5,265000.0,1245000.0,1440000.0,36.0,Personal,Urban,Graduate,Female,Private,Yes
439,33500.0,9500.0,Unemployed,45.0,Single,1.0,735.0,2.0,0.174,225000.0,110000.0,110000.0,72.0,Personal,Semiurban,Not Graduate,Male,Government,Yes
440,76000.0,2500.0,Salaried,61.0,Married,2.0,639.0,1.0,0.916,525000.0,11110000.0,7465000.0,360.0,Home,Semiurban,Graduate,Female,Private,No
441,47500.0,27000.0,Salaried,64.0,Single,0.0,632.0,3.0,0.409,355000.0,795000.0,1705000.0,180.0,Business,Semiurban,Graduate,Female,Private,Yes
442,70500.0,24000.0,Contract,23.0,Married,2.0,664.0,0.0,0.143,205000.0,1355000.0,1020000.0,120.0,Business,Semiurban,Not Graduate,Female,Private,Yes
443,72000.0,6500.0,Contract,38.0,Married,4.0,755.0,4.0,0.427,785000.0,835000.0,765000.0,48.0,Car,Semiurban,Graduate,Male,Government,Yes
444,148000.0,17500.0,Salaried,58.0,Single,0.0,704.0,3.0,0.437,1210000.0,3395000.0,4820000.0,180.0,Business,Semiurban,Not Graduate,Male,Private,No
445,42500.0,2500.0,Self-employed,43.0,Married,0.0,684.0,4.0,0.983,0.0,1565000.0,1450000.0,60.0,Car,Urban,Graduate,Female,Private,No
446,18000.0,0.0,Contract,43.0,Single,4.0,597.0,4.0,1.5,315000.0,880000.0,1595000.0,84.0,Business,Urban,Graduate,Male,Private,No
447,122500.0,7500.0,Self-employed,46.0,Single,0.0,616.0,1.0,0.147,340000.0,2005000.0,1330000.0,240.0,Home,Rural,Graduate,Male,Private,Yes
448,43000.0,0.0,Self-employed,52.0,Single,0.0,607.0,2.0,0.469,40000.0,2400000.0,1410000.0,300.0,Home,Semiurban,Graduate,Female,Private,No
449,127000.0,63500.0,Salaried,63.0,Single,4.0,775.0,3.0,0.359,460000.0,3585000.0,3680000.0,120.0,Business,Semiurban,Not Graduate,Male,Public,Yes
450,73500.0,12000.0,Salaried,60.0,Single,3.0,724.0,1.0,0.081,810000.0,170000.0,160000.0,72.0,Personal,Urban,Graduate,Male,Government,Yes
451,50000.0,6500.0,Self-employed,49.0,Single,2.0,634.0,0.0,0.202,240000.0,215000.0,450000.0,48.0,Personal,Urban,Graduate,Female,Public,Yes
452,71500.0,13000.0,Salaried,46.0,Single,1.0,653.0,1.0,1.5,700000.0,8055000.0,8540000.0,84.0,Education,Urban,Not Graduate,Male,Government,Yes
453,237500.0,40500.0,Salaried,37.0,Married,3.0,636.0,1.0,0.099,2045000.0,1415000.0,1215000.0,84.0,Car,Rural,Graduate,Male,Private,Yes
454,261000.0,49500.0,Salaried,26.0,Single,2.0,632.0,4.0,0.416,1725000.0,95000.0,975000.0,36.0,Personal,Semiurban,Not Graduate,Male,Private,No
455,58000.0,5000.0,Salaried,52.0,Married,2.0,720.0,2.0,0.284,265000.0,190000.0,190000.0,24.0,Personal,Urban,Not Graduate,Female,Private,Yes
456,62000.0,40500.0,Salaried,21.0,Married,3.0,671.0,3.0,0.159,65000.0,165000.0,165000.0,72.0,Personal,Urban,Graduate,Female,Government,No
457,123500.0,36500.0,Salaried,52.0,Married,2.0,825.0,5.0,0.558,1060000.0,7925000.0,6885000.0,360.0,Home,Urban,Graduate,Female,Public,Yes
458,29000.0,1000.0,Salaried,43.0,Married,1.0,771.0,1.0,0.917,70000.0,4390000.0,2755000.0,300.0,Home,Urban,Not Graduate,Female,Public,No
459,70500.0,14000.0,Salaried,56.0,Married,1.0,775.0,3.0,0.66,320000.0,355000.0,1440000.0,48.0,Personal,Semiurban,Graduate,Male,Other,Yes
460,54000.0,8500.0,Contract,63.0,Married,1.0,734.0,0.0,0.237,75000.0,35000.0,1120000.0,120.0,Education,Urban,Graduate,Male,Other,No
461,69500.0,1500.0,Self-employed,45.0,Single,1.0,663.0,0.0,1.5,595000.0,2810000.0,12275000.0,72.0,Personal,Rural,Not Graduate,Male,Private,No
462,29500.0,7500.0,Salaried,46.0,Single,1.0,729.0,0.0,0.163,195000.0,175000.0,325000.0,72.0,Personal,Semiurban,Graduate,Female,Government,Yes
463,16500.0,5500.0,Salaried,42.0,Single,1.0,667.0,1.0,1.5,95000.0,850000.0,1160000.0,36.0,Car,Rural,Not Graduate,Female,Government,No
464,15000.0,0.0,Salaried,37.0,Single,3.0,796.0,1.0,1.093,95000.0,1710000.0,1780000.0,360.0,Home,Rural,Graduate,Male,Private,No
465,24000.0,4000.0,Self-employed,24.0,Single,1.0,716.0,2.0,1.188,100000.0,1450000.0,1385000.0,60.0,Personal,Rural,Not Graduate,Female,Public,No
466,39000.0,15500.0,Self-employed,22.0,Single,0.0,707.0,1.0,1.382,340000.0,7170000.0,5540000.0,120.0,Home,Rural,Graduate,Female,Private,No
467,44000.0,7000.0,Self-employed,53.0,Married,1.0,698.0,0.0,0.326,110000.0,615000.0,515000.0,36.0,Car,Urban,Graduate,Male,Private,Yes
468,235000.0,9500.0,Self-employed,62.0,Single,0.0,803.0,3.0,0.337,2160000.0,2930000.0,2910000.0,120.0,Home,Urban,Not Graduate,Male,Private,Yes
469,126000.0,10000.0,Salaried,23.0,Married,2.0,597.0,0.0,0.229,50000.0,185000.0,1880000.0,84.0,Personal,Urban,Graduate,Female,Public,No
470,26500.0,9000.0,Salaried,35.0,Married,1.0,809.0,3.0,1.5,85000.0,2530000.0,2165000.0,60.0,Car,Semiurban,Graduate,Male,Private,No
471,71500.0,6000.0,Salaried,48.0,Married,1.0,678.0,4.0,0.286,0.0,135000.0,350000.0,120.0,Education,Semiurban,Not Graduate,Male,Private,No
472,40500.0,21000.0,Salaried,52.0,Single,3.0,599.0,3.0,0.455,50000.0,695000.0,710000.0,36.0,Car,Urban,Not Graduate,Female,Private,No
473,44500.0,18000.0,Salaried,54.0,Single,0.0,641.0,2.0,1.5,525000.0,16660000.0,11170000.0,180.0,Business,Rural,Not Graduate,Male,Private,No
474,63000.0,18500.0,Self-employed,52.0,Married,0.0,583.0,2.0,0.324,440000.0,765000.0,860000.0,60.0,Car,Rural,Graduate,Male,Private,Yes
475,87500.0,34500.0,Salaried,24.0,Single,3.0,732.0,2.0,0.22,230000.0,335000.0,645000.0,72.0,Personal,Semiurban,Graduate,Female,Public,Yes
476,42500.0,16500.0,Self-employed,32.0,Married,1.0,623.0,4.0,1.5,145000.0,13085000.0,9120000.0,300.0,Home,Semiurban,Graduate,Male,Private,No
477,122000.0,21500.0,Salaried,42.0,Married,2.0,701.0,5.0,0.415,655000.0,1095000.0,1230000.0,360.0,Home,Urban,Graduate,Male,Private,Yes
478,23500.0,9500.0,Salaried,23.0,Married,3.0,764.0,2.0,0.612,75000.0,2600000.0,1715000.0,300.0,Home,Semiurban,Graduate,Male,Private,Yes
479,55500.0,30000.0,Self-employed,36.0,Married,4.0,646.0,2.0,0.371,480000.0,3625000.0,2895000.0,300.0,Home,Urban,Graduate,Female,Government,Yes
480,386000.0,96000.0,Salaried,38.0,Single,0.0,673.0,3.0,0.168,3810000.0,310000.0,1620000.0,84.0,Personal,Semiurban,Graduate,Male,Government,Yes
481,65000.0,16500.0,Salaried,65.0,Married,2.0,605.0,0.0,0.486,440000.0,1785000.0,1865000.0,60.0,Car,Urban,Graduate,Female,Government,No
482,161000.0,38000.0,Salaried,35.0,Married,2.0,665.0,2.0,0.267,1755000.0,1500000.0,1535000.0,72.0,Car,Urban,Graduate,Female,Private,Yes
483,59000.0,8000.0,Self-employed,64.0,Married,0.0,850.0,2.0,0.749,435000.0,4875000.0,3385000.0,120.0,Home,Semiurban,Graduate,Male,Private,Yes
484,85000.0,14500.0,Salaried,52.0,Single,3.0,741.0,3.0,0.415,560000.0,1555000.0,1510000.0,60.0,Personal,Semiurban,Graduate,Female,Public,Yes
485,52500.0,17000.0,Unemployed,52.0,Single,1.0,673.0,1.0,0.497,345000.0,5235000.0,3345000.0,360.0,Home,Urban,Not Graduate,Female,Private,Yes
486,48500.0,1500.0,Unemployed,57.0,Single,3.0,650.0,1.0,0.391,510000.0,385000.0,920000.0,72.0,Personal,Rural,Not Graduate,Female,Private,No
487,30500.0,1500.0,Contract,58.0,Single,2.0,687.0,1.0,1.03,115000.0,1330000.0,1245000.0,48.0,Personal,Urban,Graduate,Male,Other,No
488,76000.0,6500.0,Salaried,31.0,Single,1.0,698.0,2.0,1.5,455000.0,23860000.0,15000000.0,300.0,Home,Rural,Not Graduate,Male,Other,No
489,29000.0,0.0,Self-employed,39.0,Married,0.0,663.0,4.0,1.263,280000.0,3005000.0,3630000.0,360.0,Home,Urban,Not Graduate,Female,Private,No
490,90500.0,1000.0,Salaried,44.0,Married,3.0,724.0,4.0,0.384,530000.0,740000.0,1405000.0,84.0,Business,Urban,Graduate,Female,Government,Yes
491,124000.0,9500.0,Contract,64.0,Married,1.0,628.0,1.0,0.266,140000.0,420000.0,1755000.0,84.0,Personal,Rural,Graduate,Female,Government,No
492,72500.0,3500.0,Salaried,22.0,Married,0.0,628.0,1.0,0.849,465000.0,175000.0,1880000.0,36.0,Personal,Semiurban,Graduate,Male,Public,Yes
493,44500.0,13500.0,Salaried,42.0,Married,0.0,714.0,3.0,0.644,175000.0,3085000.0,2400000.0,180.0,Home,Semiurban,Graduate,Male,Government,No
494,77500.0,24500.0,Salaried,30.0,Married,2.0,614.0,3.0,0.266,375000.0,1700000.0,1490000.0,360.0,Home,Semiurban,Graduate,Male,Private,Yes
495,43500.0,10500.0,Contract,30.0,Married,0.0,737.0,2.0,0.902,310000.0,1755000.0,1640000.0,48.0,Personal,Semiurban,Graduate,Female,Private,No
496,111000.0,16000.0,Contract,55.0,Married,2.0,689.0,1.0,0.125,680000.0,380000.0,415000.0,84.0,Business,Rural,Not Graduate,Female,Private,Yes
497,15000.0,2000.0,Salaried,30.0,Married,2.0,571.0,0.0,0.514,130000.0,915000.0,905000.0,240.0,Home,Urban,Graduate,Female,Private,No
498,43000.0,17500.0,Salaried,56.0,Married,0.0,697.0,3.0,0.641,220000.0,5375000.0,3035000.0,360.0,Home,Rural,Graduate,Male,Public,No
499,15000.0,10500.0,Self-employed,65.0,Single,2.0,580.0,2.0,1.105,60000.0,1915000.0,1985000.0,120.0,Business,Rural,Not Graduate,Female,Private,No
